,Activity,Microphone Number,Source ID,Time,Time In Seconds,Timestamp,X,Y,Z
0,0.927,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.1166341,15887.0,0.066,0.021,0.998
0,0.451,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.124636,15888.0,0.066,0.021,0.998
0,0.468,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.1326377,15889.0,0.066,0.021,0.998
0,0.742,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.1406395,15890.0,0.066,0.021,0.998
0,0.589,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.1486413,15891.0,0.066,0.021,0.998
0,0.735,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.1566432,15892.0,0.066,0.021,0.998
0,0.629,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.164645,15893.0,0.066,0.021,0.998
0,0.629,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.1726468,15894.0,0.066,0.021,0.998
0,0.377,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.1806486,15895.0,0.066,0.021,0.998
0,0.613,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.1886504,15896.0,0.066,0.021,0.998
0,0.184,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.1966522,15897.0,0.066,0.021,0.998
0,0.999,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.204654,15898.0,0.066,0.021,0.998
0,0.415,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.2126558,15899.0,0.066,0.021,0.998
0,0.857,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.2206576,15900.0,0.066,0.021,0.998
0,0.845,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.2286594,15901.0,0.066,0.021,0.998
0,0.596,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.2366612,15902.0,0.066,0.021,0.998
0,0.541,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.244663,15903.0,0.066,0.021,0.998
0,0.314,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.2526648,15904.0,0.066,0.021,0.998
0,0.404,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.2606666,15905.0,0.066,0.021,0.998
0,0.585,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.2686684,15906.0,0.066,0.021,0.998
0,0.366,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.2766702,15907.0,0.066,0.021,0.998
0,0.706,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.284672,15908.0,0.066,0.021,0.998
0,0.608,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.2926738,15909.0,0.066,0.021,0.998
0,0.94,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.3006756,15910.0,0.066,0.021,0.998
0,0.512,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.3086774,15911.0,0.066,0.021,0.998
0,0.765,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.3166792,15912.0,0.066,0.021,0.998
0,0.362,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.324681,15913.0,0.066,0.021,0.998
0,0.777,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.3326828,15914.0,0.066,0.021,0.998
0,0.822,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.3406847,15915.0,0.066,0.021,0.998
0,0.122,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.3486865,15916.0,0.066,0.021,0.998
0,0.723,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.3566883,15917.0,0.066,0.021,0.998
0,0.572,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.36469,15918.0,0.066,0.021,0.998
0,0.653,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.3726919,15919.0,0.066,0.021,0.998
0,0.759,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.3806937,15920.0,0.066,0.021,0.998
0,0.812,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.3886955,15921.0,0.066,0.021,0.998
0,0.757,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.3966973,15922.0,0.066,0.021,0.998
0,0.499,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.404699,15923.0,0.066,0.021,0.998
0,0.177,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.412701,15924.0,0.066,0.021,0.998
0,0.87,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.4207027,15925.0,0.066,0.021,0.998
0,0.556,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.4287045,15926.0,0.066,0.021,0.998
0,0.478,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.4367063,15927.0,0.066,0.021,0.998
0,0.595,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.444708,15928.0,0.066,0.021,0.998
0,0.625,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.45271,15929.0,0.066,0.021,0.998
0,0.768,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.4607117,15930.0,0.066,0.021,0.998
0,0.724,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.4687135,15931.0,0.066,0.021,0.998
0,0.762,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.4767153,15932.0,0.066,0.021,0.998
0,0.379,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.4847171,15933.0,0.066,0.021,0.998
0,0.626,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.492719,15934.0,0.066,0.021,0.998
0,0.652,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.5007207,15935.0,0.066,0.021,0.998
0,0.458,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.5087225,15936.0,0.066,0.021,0.998
0,0.435,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.5167243,15937.0,0.066,0.021,0.998
0,0.006,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.5247262,15938.0,0.066,0.021,0.998
0,0.094,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.532728,15939.0,0.066,0.021,0.998
0,0.624,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.5407298,15940.0,0.066,0.021,0.998
0,0.607,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.5487316,15941.0,0.066,0.021,0.998
0,0.393,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.5567334,15942.0,0.066,0.021,0.998
0,0.999,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.5647352,15943.0,0.066,0.021,0.998
0,0.336,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.572737,15944.0,0.066,0.021,0.998
0,0.716,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.5807388,15945.0,0.066,0.021,0.998
0,0.054,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.5887406,15946.0,0.066,0.021,0.998
0,0.638,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.5967424,15947.0,0.065,0.021,0.998
0,0.589,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.6047442,15948.0,0.066,0.021,0.998
0,0.426,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.612746,15949.0,0.065,0.021,0.998
0,0.272,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.6207478,15950.0,0.065,0.021,0.998
0,0.672,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.6287496,15951.0,0.065,0.021,0.998
0,0.473,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.6367514,15952.0,0.065,0.021,0.998
0,0.442,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.6447532,15953.0,0.065,0.021,0.998
0,0.878,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.652755,15954.0,0.065,0.021,0.998
0,0.828,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.6607568,15955.0,0.065,0.021,0.998
0,0.895,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.6687586,15956.0,0.065,0.021,0.998
0,0.903,0,26,"Wednesday, January 08, 2020 01:52:10",1578520330.6767604,15957.0,0.065,0.021,0.998
