,Activity,Microphone Number,Source ID,Time,Time In Seconds,Timestamp,X,Y,Z
0,0.987,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.7212746,7091.0,0.0,0.0,1.0
0,0.454,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.7292747,7092.0,0.0,0.0,1.0
0,0.736,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.737275,7093.0,0.0,0.0,1.0
0,0.53,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.745275,7094.0,0.0,0.0,1.0
0,0.646,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.7532754,7095.0,0.0,0.0,1.0
0,0.469,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.7612755,7096.0,0.0,0.0,1.0
0,0.4,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.7692757,7097.0,0.0,0.0,1.0
0,0.78,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.7772758,7098.0,0.0,0.0,1.0
0,0.782,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.785276,7099.0,0.0,0.0,1.0
0,0.976,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.793276,7100.0,0.0,0.0,1.0
0,0.813,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.8012764,7101.0,0.0,0.0,1.0
0,0.581,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.8092766,7102.0,0.0,0.0,1.0
0,0.432,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.8172767,7103.0,0.0,0.0,1.0
0,0.322,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.8252769,7104.0,0.0,0.0,1.0
0,0.826,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.833277,7105.0,0.0,0.0,1.0
0,0.399,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.8412774,7106.0,0.0,0.0,1.0
0,0.503,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.8492775,7107.0,0.0,0.0,1.0
0,0.743,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.8572776,7108.0,0.0,0.0,1.0
0,0.669,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.8652778,7109.0,0.0,0.0,1.0
0,0.729,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.873278,7110.0,0.0,0.0,1.0
0,0.876,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.8812783,7111.0,0.0,0.0,1.0
0,0.722,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.8892784,7112.0,0.0,0.0,1.0
0,0.738,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.8972785,7113.0,0.0,0.0,1.0
0,0.855,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.9052787,7114.0,0.0,0.0,1.0
0,0.914,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.9132788,7115.0,0.0,0.0,1.0
0,0.856,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.921279,7116.0,0.0,0.0,1.0
0,0.803,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.9292793,7117.0,0.0,0.0,1.0
0,0.597,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.9372795,7118.0,0.0,0.0,1.0
0,0.195,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.9452796,7119.0,0.0,0.0,1.0
0,0.603,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.9532797,7120.0,0.0,0.0,1.0
0,0.927,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.9612799,7121.0,0.0,0.0,1.0
0,0.712,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.9692802,7122.0,0.0,0.0,1.0
0,0.812,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.9772804,7123.0,0.0,0.0,1.0
0,0.724,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.9852805,7124.0,0.0,0.0,1.0
0,0.46,0,8,"Wednesday, January 08, 2020 01:30:59",1578519059.9932806,7125.0,0.0,0.0,1.0
0,0.48,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.0012808,7126.0,0.0,0.0,1.0
0,0.076,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.0092812,7127.0,0.0,0.0,1.0
0,0.614,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.0172813,7128.0,0.0,0.0,1.0
0,0.602,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.0252814,7129.0,0.0,0.0,1.0
0,0.818,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.0332816,7130.0,0.0,0.0,1.0
0,0.069,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.0412817,7131.0,0.0,0.0,1.0
0,0.703,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.0492818,7132.0,0.0,0.0,1.0
0,0.558,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.0572822,7133.0,0.0,0.0,1.0
0,0.771,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.0652823,7134.0,0.0,0.0,1.0
0,0.59,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.0732825,7135.0,0.0,0.0,1.0
0,0.166,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.0812826,7136.0,0.0,0.0,1.0
0,0.328,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.0892828,7137.0,0.0,0.0,1.0
0,0.294,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.0972831,7138.0,0.0,0.0,1.0
0,0.711,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.1052833,7139.0,0.0,0.0,1.0
0,0.44,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.1132834,7140.0,0.0,0.0,1.0
0,0.32,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.1212835,7141.0,0.0,0.0,1.0
0,0.671,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.1292837,7142.0,0.0,0.0,1.0
0,0.65,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.1372838,7143.0,0.0,0.0,1.0
0,0.402,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.1452842,7144.0,0.0,0.0,1.0
0,0.446,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.1532843,7145.0,0.0,0.0,1.0
0,0.434,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.1612844,7146.0,0.0,0.0,1.0
0,0.733,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.1692846,7147.0,0.0,0.0,1.0
0,0.721,0,8,"Wednesday, January 08, 2020 01:31:00",1578519060.1772847,7148.0,0.0,0.0,1.0
