,Activity,Microphone Number,Source ID,Time,Time In Seconds,Timestamp,X,Y,Z
0,0.975,0,14,"Wednesday, January 08, 2020 06:16:20",1578536180.9424498,9741.0,-0.0,-0.0,1.0
0,0.773,0,14,"Wednesday, January 08, 2020 06:16:20",1578536180.950452,9742.0,-0.0,-0.0,1.0
0,0.799,0,14,"Wednesday, January 08, 2020 06:16:20",1578536180.9584546,9743.0,-0.0,-0.0,1.0
0,0.314,0,14,"Wednesday, January 08, 2020 06:16:20",1578536180.966457,9744.0,-0.0,-0.0,1.0
0,0.219,0,14,"Wednesday, January 08, 2020 06:16:20",1578536180.9744592,9745.0,-0.0,-0.0,1.0
0,0.598,0,14,"Wednesday, January 08, 2020 06:16:20",1578536180.9824615,9746.0,-0.0,-0.0,1.0
0,0.625,0,14,"Wednesday, January 08, 2020 06:16:20",1578536180.9904637,9747.0,-0.0,-0.0,1.0
0,0.892,0,14,"Wednesday, January 08, 2020 06:16:20",1578536180.998466,9748.0,-0.0,-0.0,1.0
0,0.671,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.0064683,9749.0,-0.0,-0.0,1.0
0,0.838,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.0144706,9750.0,-0.0,-0.0,1.0
0,0.902,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.0224729,9751.0,-0.0,-0.0,1.0
0,0.849,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.0304751,9752.0,-0.0,-0.0,1.0
0,0.039,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.0384777,9753.0,-0.0,-0.0,1.0
0,0.887,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.04648,9754.0,-0.0,-0.0,1.0
0,0.941,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.0544822,9755.0,-0.0,-0.0,1.0
0,0.829,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.0624845,9756.0,-0.0,-0.0,1.0
0,0.771,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.0704868,9757.0,-0.0,-0.0,1.0
0,0.693,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.078489,9758.0,-0.0,-0.0,1.0
0,0.821,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.0864913,9759.0,-0.0,-0.0,1.0
0,0.798,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.0944936,9760.0,-0.0,-0.0,1.0
0,0.661,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.102496,9761.0,-0.0,-0.0,1.0
0,0.894,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.1104982,9762.0,-0.0,-0.0,1.0
0,0.741,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.1185007,9763.0,-0.0,-0.0,1.0
0,0.617,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.126503,9764.0,-0.0,-0.0,1.0
0,0.023,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.1345053,9765.0,-0.0,-0.0,1.0
0,0.224,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.1425076,9766.0,-0.0,-0.0,1.0
0,0.915,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.1505098,9767.0,-0.0,-0.0,1.0
0,0.786,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.158512,9768.0,-0.0,-0.0,1.0
0,0.729,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.1665144,9769.0,-0.0,-0.0,1.0
0,0.52,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.1745167,9770.0,0.0,-0.0,1.0
0,0.587,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.182519,9771.0,0.0,-0.0,1.0
0,0.461,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.1905212,9772.0,-0.0,-0.0,1.0
0,0.864,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.1985238,9773.0,-0.0,-0.0,1.0
0,0.878,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.206526,9774.0,-0.0,-0.0,1.0
0,0.649,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.2145283,9775.0,-0.0,-0.0,1.0
0,0.926,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.2225306,9776.0,-0.0,-0.0,1.0
0,0.257,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.230533,9777.0,-0.0,0.0,1.0
0,0.833,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.2385352,9778.0,0.0,-0.0,1.0
0,0.996,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.2465374,9779.0,-0.0,-0.0,1.0
0,0.997,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.2545397,9780.0,-0.0,-0.0,1.0
0,0.07,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.262542,9781.0,-0.0,-0.0,1.0
0,0.899,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.2705443,9782.0,-0.0,-0.0,1.0
0,0.966,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.2785468,9783.0,-0.0,-0.0,1.0
0,0.72,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.286549,9784.0,-0.0,-0.0,1.0
0,0.799,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.2945514,9785.0,-0.0,-0.0,1.0
0,0.81,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.3025537,9786.0,-0.0,-0.0,1.0
0,0.85,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.310556,9787.0,-0.0,-0.0,1.0
0,0.484,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.3185582,9788.0,-0.0,-0.0,1.0
0,0.869,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.3265605,9789.0,-0.0,0.0,1.0
0,0.351,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.3345628,9790.0,-0.0,0.0,1.0
0,0.729,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.342565,9791.0,-0.0,0.0,1.0
0,0.665,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.3505673,9792.0,-0.0,0.0,1.0
0,0.401,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.3585699,9793.0,-0.0,0.0,1.0
0,0.713,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.3665721,9794.0,-0.0,0.0,1.0
0,0.802,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.3745744,9795.0,-0.0,0.0,1.0
0,0.782,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.3825767,9796.0,-0.0,0.0,1.0
0,0.692,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.390579,9797.0,-0.0,0.0,1.0
0,0.851,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.3985813,9798.0,-0.0,0.0,1.0
0,0.887,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.4065835,9799.0,-0.0,-0.0,1.0
0,0.845,0,14,"Wednesday, January 08, 2020 06:16:21",1578536181.4145858,9800.0,-0.0,-0.0,1.0
