,Column 1,Column 2,xyz 1,xyz 2,Grouping Time
0,0,1,"[0.779, 0.151, 0.608]","[-0.11900000000000001, 0.606, 0.787]",1585166798.2683532
1,0,2,"[0.779, 0.151, 0.608]","[-0.218, -0.696, 0.684]",1585166798.2683532
2,0,3,"[0.779, 0.151, 0.608]","[-0.675, 0.08199999999999999, 0.7340000000000001]",1585166798.2683532
3,1,2,"[-0.11900000000000001, 0.606, 0.787]","[-0.218, -0.696, 0.684]",1585166798.2683532
4,1,3,"[-0.11900000000000001, 0.606, 0.787]","[-0.675, 0.08199999999999999, 0.7340000000000001]",1585166798.2683532
5,2,3,"[-0.218, -0.696, 0.684]","[-0.675, 0.08199999999999999, 0.7340000000000001]",1585166798.2683532
6,0,1,"[0.779, 0.151, 0.608]","[-0.12, 0.605, 0.787]",1585166798.2763531
7,0,2,"[0.779, 0.151, 0.608]","[-0.218, -0.696, 0.684]",1585166798.2763531
8,0,3,"[0.779, 0.151, 0.608]","[-0.6729999999999999, 0.083, 0.735]",1585166798.2763531
9,1,2,"[-0.12, 0.605, 0.787]","[-0.218, -0.696, 0.684]",1585166798.2763531
10,1,3,"[-0.12, 0.605, 0.787]","[-0.6729999999999999, 0.083, 0.735]",1585166798.2763531
11,2,3,"[-0.218, -0.696, 0.684]","[-0.6729999999999999, 0.083, 0.735]",1585166798.2763531
12,0,1,"[0.779, 0.151, 0.608]","[-0.12, 0.605, 0.787]",1585166798.284353
13,0,2,"[0.779, 0.151, 0.608]","[-0.218, -0.6970000000000001, 0.6829999999999999]",1585166798.284353
14,0,3,"[0.779, 0.151, 0.608]","[-0.674, 0.08199999999999999, 0.735]",1585166798.284353
15,1,2,"[-0.12, 0.605, 0.787]","[-0.218, -0.6970000000000001, 0.6829999999999999]",1585166798.284353
16,1,3,"[-0.12, 0.605, 0.787]","[-0.674, 0.08199999999999999, 0.735]",1585166798.284353
17,2,3,"[-0.218, -0.6970000000000001, 0.6829999999999999]","[-0.674, 0.08199999999999999, 0.735]",1585166798.284353
18,0,1,"[0.779, 0.151, 0.608]","[-0.12, 0.605, 0.787]",1585166798.292353
19,0,2,"[0.779, 0.151, 0.608]","[-0.218, -0.6970000000000001, 0.6829999999999999]",1585166798.292353
20,0,3,"[0.779, 0.151, 0.608]","[-0.672, 0.083, 0.735]",1585166798.292353
21,1,2,"[-0.12, 0.605, 0.787]","[-0.218, -0.6970000000000001, 0.6829999999999999]",1585166798.292353
22,1,3,"[-0.12, 0.605, 0.787]","[-0.672, 0.083, 0.735]",1585166798.292353
23,2,3,"[-0.218, -0.6970000000000001, 0.6829999999999999]","[-0.672, 0.083, 0.735]",1585166798.292353
24,0,1,"[0.779, 0.151, 0.608]","[-0.12, 0.605, 0.787]",1585166798.3003528
25,0,2,"[0.779, 0.151, 0.608]","[-0.218, -0.6970000000000001, 0.6829999999999999]",1585166798.3003528
26,0,3,"[0.779, 0.151, 0.608]","[-0.6709999999999999, 0.079, 0.736]",1585166798.3003528
27,1,2,"[-0.12, 0.605, 0.787]","[-0.218, -0.6970000000000001, 0.6829999999999999]",1585166798.3003528
28,1,3,"[-0.12, 0.605, 0.787]","[-0.6709999999999999, 0.079, 0.736]",1585166798.3003528
29,2,3,"[-0.218, -0.6970000000000001, 0.6829999999999999]","[-0.6709999999999999, 0.079, 0.736]",1585166798.3003528
30,0,1,"[0.779, 0.151, 0.609]","[-0.12, 0.605, 0.787]",1585166798.3083527
31,0,2,"[0.779, 0.151, 0.609]","[-0.218, -0.6970000000000001, 0.6829999999999999]",1585166798.3083527
32,0,3,"[0.779, 0.151, 0.609]","[-0.6709999999999999, 0.079, 0.737]",1585166798.3083527
33,1,2,"[-0.12, 0.605, 0.787]","[-0.218, -0.6970000000000001, 0.6829999999999999]",1585166798.3083527
34,1,3,"[-0.12, 0.605, 0.787]","[-0.6709999999999999, 0.079, 0.737]",1585166798.3083527
35,2,3,"[-0.218, -0.6970000000000001, 0.6829999999999999]","[-0.6709999999999999, 0.079, 0.737]",1585166798.3083527
36,0,1,"[0.779, 0.15, 0.608]","[-0.12, 0.605, 0.787]",1585166798.3163526
37,0,2,"[0.779, 0.15, 0.608]","[-0.217, -0.6970000000000001, 0.6829999999999999]",1585166798.3163526
38,0,3,"[0.779, 0.15, 0.608]","[-0.6709999999999999, 0.079, 0.737]",1585166798.3163526
39,1,2,"[-0.12, 0.605, 0.787]","[-0.217, -0.6970000000000001, 0.6829999999999999]",1585166798.3163526
40,1,3,"[-0.12, 0.605, 0.787]","[-0.6709999999999999, 0.079, 0.737]",1585166798.3163526
41,2,3,"[-0.217, -0.6970000000000001, 0.6829999999999999]","[-0.6709999999999999, 0.079, 0.737]",1585166798.3163526
42,0,1,"[0.779, 0.15, 0.609]","[-0.121, 0.605, 0.787]",1585166798.3243525
43,0,2,"[0.779, 0.15, 0.609]","[-0.218, -0.6970000000000001, 0.6829999999999999]",1585166798.3243525
44,0,3,"[0.779, 0.15, 0.609]","[-0.6709999999999999, 0.078, 0.737]",1585166798.3243525
45,1,2,"[-0.121, 0.605, 0.787]","[-0.218, -0.6970000000000001, 0.6829999999999999]",1585166798.3243525
46,1,3,"[-0.121, 0.605, 0.787]","[-0.6709999999999999, 0.078, 0.737]",1585166798.3243525
47,2,3,"[-0.218, -0.6970000000000001, 0.6829999999999999]","[-0.6709999999999999, 0.078, 0.737]",1585166798.3243525
48,0,1,"[0.778, 0.14400000000000002, 0.609]","[-0.12, 0.604, 0.7879999999999999]",1585166798.3323524
49,0,2,"[0.778, 0.14400000000000002, 0.609]","[-0.21899999999999997, -0.696, 0.684]",1585166798.3323524
50,0,3,"[0.778, 0.14400000000000002, 0.609]","[-0.6709999999999999, 0.078, 0.737]",1585166798.3323524
51,1,2,"[-0.12, 0.604, 0.7879999999999999]","[-0.21899999999999997, -0.696, 0.684]",1585166798.3323524
52,1,3,"[-0.12, 0.604, 0.7879999999999999]","[-0.6709999999999999, 0.078, 0.737]",1585166798.3323524
53,2,3,"[-0.21899999999999997, -0.696, 0.684]","[-0.6709999999999999, 0.078, 0.737]",1585166798.3323524
54,0,1,"[0.779, 0.145, 0.61]","[-0.11900000000000001, 0.604, 0.7879999999999999]",1585166798.3403523
55,0,2,"[0.779, 0.145, 0.61]","[-0.21899999999999997, -0.695, 0.684]",1585166798.3403523
56,0,3,"[0.779, 0.145, 0.61]","[-0.6709999999999999, 0.078, 0.737]",1585166798.3403523
57,1,2,"[-0.11900000000000001, 0.604, 0.7879999999999999]","[-0.21899999999999997, -0.695, 0.684]",1585166798.3403523
58,1,3,"[-0.11900000000000001, 0.604, 0.7879999999999999]","[-0.6709999999999999, 0.078, 0.737]",1585166798.3403523
59,2,3,"[-0.21899999999999997, -0.695, 0.684]","[-0.6709999999999999, 0.078, 0.737]",1585166798.3403523
60,0,1,"[0.779, 0.145, 0.61]","[-0.11900000000000001, 0.604, 0.7879999999999999]",1585166798.3483522
61,0,2,"[0.779, 0.145, 0.61]","[-0.21899999999999997, -0.695, 0.684]",1585166798.3483522
62,0,3,"[0.779, 0.145, 0.61]","[-0.6709999999999999, 0.078, 0.737]",1585166798.3483522
63,1,2,"[-0.11900000000000001, 0.604, 0.7879999999999999]","[-0.21899999999999997, -0.695, 0.684]",1585166798.3483522
64,1,3,"[-0.11900000000000001, 0.604, 0.7879999999999999]","[-0.6709999999999999, 0.078, 0.737]",1585166798.3483522
65,2,3,"[-0.21899999999999997, -0.695, 0.684]","[-0.6709999999999999, 0.078, 0.737]",1585166798.3483522
66,0,1,"[0.779, 0.145, 0.61]","[-0.12, 0.604, 0.7879999999999999]",1585166798.356352
67,0,2,"[0.779, 0.145, 0.61]","[-0.21899999999999997, -0.695, 0.684]",1585166798.356352
68,0,3,"[0.779, 0.145, 0.61]","[-0.6709999999999999, 0.078, 0.737]",1585166798.356352
69,1,2,"[-0.12, 0.604, 0.7879999999999999]","[-0.21899999999999997, -0.695, 0.684]",1585166798.356352
70,1,3,"[-0.12, 0.604, 0.7879999999999999]","[-0.6709999999999999, 0.078, 0.737]",1585166798.356352
71,2,3,"[-0.21899999999999997, -0.695, 0.684]","[-0.6709999999999999, 0.078, 0.737]",1585166798.356352
72,0,1,"[0.779, 0.14400000000000002, 0.611]","[-0.11900000000000001, 0.604, 0.7879999999999999]",1585166798.364352
73,0,2,"[0.779, 0.14400000000000002, 0.611]","[-0.21899999999999997, -0.695, 0.684]",1585166798.364352
74,0,3,"[0.779, 0.14400000000000002, 0.611]","[-0.6709999999999999, 0.078, 0.737]",1585166798.364352
75,1,2,"[-0.11900000000000001, 0.604, 0.7879999999999999]","[-0.21899999999999997, -0.695, 0.684]",1585166798.364352
76,1,3,"[-0.11900000000000001, 0.604, 0.7879999999999999]","[-0.6709999999999999, 0.078, 0.737]",1585166798.364352
77,2,3,"[-0.21899999999999997, -0.695, 0.684]","[-0.6709999999999999, 0.078, 0.737]",1585166798.364352
78,0,1,"[0.779, 0.14400000000000002, 0.611]","[-0.11900000000000001, 0.604, 0.7879999999999999]",1585166798.372352
79,0,2,"[0.779, 0.14400000000000002, 0.611]","[-0.21899999999999997, -0.695, 0.685]",1585166798.372352
80,0,3,"[0.779, 0.14400000000000002, 0.611]","[-0.672, 0.077, 0.736]",1585166798.372352
81,1,2,"[-0.11900000000000001, 0.604, 0.7879999999999999]","[-0.21899999999999997, -0.695, 0.685]",1585166798.372352
82,1,3,"[-0.11900000000000001, 0.604, 0.7879999999999999]","[-0.672, 0.077, 0.736]",1585166798.372352
83,2,3,"[-0.21899999999999997, -0.695, 0.685]","[-0.672, 0.077, 0.736]",1585166798.372352
84,0,1,"[0.779, 0.14400000000000002, 0.611]","[-0.11900000000000001, 0.604, 0.7879999999999999]",1585166798.3803518
85,0,2,"[0.779, 0.14400000000000002, 0.611]","[-0.21899999999999997, -0.695, 0.685]",1585166798.3803518
86,0,3,"[0.779, 0.14400000000000002, 0.611]","[-0.672, 0.077, 0.736]",1585166798.3803518
87,1,2,"[-0.11900000000000001, 0.604, 0.7879999999999999]","[-0.21899999999999997, -0.695, 0.685]",1585166798.3803518
88,1,3,"[-0.11900000000000001, 0.604, 0.7879999999999999]","[-0.672, 0.077, 0.736]",1585166798.3803518
89,2,3,"[-0.21899999999999997, -0.695, 0.685]","[-0.672, 0.077, 0.736]",1585166798.3803518
90,0,1,"[0.779, 0.14400000000000002, 0.611]","[-0.12, 0.604, 0.7879999999999999]",1585166798.3883517
91,0,2,"[0.779, 0.14400000000000002, 0.611]","[-0.21899999999999997, -0.695, 0.685]",1585166798.3883517
92,0,3,"[0.779, 0.14400000000000002, 0.611]","[-0.672, 0.077, 0.737]",1585166798.3883517
93,1,2,"[-0.12, 0.604, 0.7879999999999999]","[-0.21899999999999997, -0.695, 0.685]",1585166798.3883517
94,1,3,"[-0.12, 0.604, 0.7879999999999999]","[-0.672, 0.077, 0.737]",1585166798.3883517
95,2,3,"[-0.21899999999999997, -0.695, 0.685]","[-0.672, 0.077, 0.737]",1585166798.3883517
96,0,1,"[0.779, 0.14400000000000002, 0.611]","[-0.12, 0.604, 0.7879999999999999]",1585166798.3963516
97,0,2,"[0.779, 0.14400000000000002, 0.611]","[-0.21899999999999997, -0.695, 0.685]",1585166798.3963516
98,0,3,"[0.779, 0.14400000000000002, 0.611]","[-0.672, 0.077, 0.737]",1585166798.3963516
99,1,2,"[-0.12, 0.604, 0.7879999999999999]","[-0.21899999999999997, -0.695, 0.685]",1585166798.3963516
100,1,3,"[-0.12, 0.604, 0.7879999999999999]","[-0.672, 0.077, 0.737]",1585166798.3963516
101,2,3,"[-0.21899999999999997, -0.695, 0.685]","[-0.672, 0.077, 0.737]",1585166798.3963516
102,0,1,"[0.779, 0.14400000000000002, 0.611]","[-0.121, 0.605, 0.787]",1585166798.4043515
103,0,2,"[0.779, 0.14400000000000002, 0.611]","[-0.21899999999999997, -0.695, 0.685]",1585166798.4043515
104,0,3,"[0.779, 0.14400000000000002, 0.611]","[-0.672, 0.077, 0.737]",1585166798.4043515
105,1,2,"[-0.121, 0.605, 0.787]","[-0.21899999999999997, -0.695, 0.685]",1585166798.4043515
106,1,3,"[-0.121, 0.605, 0.787]","[-0.672, 0.077, 0.737]",1585166798.4043515
107,2,3,"[-0.21899999999999997, -0.695, 0.685]","[-0.672, 0.077, 0.737]",1585166798.4043515
108,0,1,"[0.779, 0.14400000000000002, 0.611]","[-0.121, 0.605, 0.787]",1585166798.4123514
109,0,2,"[0.779, 0.14400000000000002, 0.611]","[-0.21899999999999997, -0.695, 0.685]",1585166798.4123514
110,0,3,"[0.779, 0.14400000000000002, 0.611]","[-0.672, 0.076, 0.737]",1585166798.4123514
111,1,2,"[-0.121, 0.605, 0.787]","[-0.21899999999999997, -0.695, 0.685]",1585166798.4123514
112,1,3,"[-0.121, 0.605, 0.787]","[-0.672, 0.076, 0.737]",1585166798.4123514
113,2,3,"[-0.21899999999999997, -0.695, 0.685]","[-0.672, 0.076, 0.737]",1585166798.4123514
114,0,1,"[0.779, 0.14400000000000002, 0.611]","[-0.121, 0.605, 0.787]",1585166798.4203513
115,0,2,"[0.779, 0.14400000000000002, 0.611]","[-0.21899999999999997, -0.696, 0.684]",1585166798.4203513
116,0,3,"[0.779, 0.14400000000000002, 0.611]","[-0.672, 0.076, 0.737]",1585166798.4203513
117,1,2,"[-0.121, 0.605, 0.787]","[-0.21899999999999997, -0.696, 0.684]",1585166798.4203513
118,1,3,"[-0.121, 0.605, 0.787]","[-0.672, 0.076, 0.737]",1585166798.4203513
119,2,3,"[-0.21899999999999997, -0.696, 0.684]","[-0.672, 0.076, 0.737]",1585166798.4203513
120,0,1,"[0.778, 0.14400000000000002, 0.611]","[-0.121, 0.605, 0.787]",1585166798.4283512
121,0,2,"[0.778, 0.14400000000000002, 0.611]","[-0.22, -0.695, 0.685]",1585166798.4283512
122,0,3,"[0.778, 0.14400000000000002, 0.611]","[-0.6709999999999999, 0.076, 0.737]",1585166798.4283512
123,1,2,"[-0.121, 0.605, 0.787]","[-0.22, -0.695, 0.685]",1585166798.4283512
124,1,3,"[-0.121, 0.605, 0.787]","[-0.6709999999999999, 0.076, 0.737]",1585166798.4283512
125,2,3,"[-0.22, -0.695, 0.685]","[-0.6709999999999999, 0.076, 0.737]",1585166798.4283512
126,0,1,"[0.779, 0.14400000000000002, 0.611]","[-0.121, 0.605, 0.787]",1585166798.436351
127,0,2,"[0.779, 0.14400000000000002, 0.611]","[-0.22, -0.695, 0.685]",1585166798.436351
128,0,3,"[0.779, 0.14400000000000002, 0.611]","[-0.672, 0.076, 0.737]",1585166798.436351
129,1,2,"[-0.121, 0.605, 0.787]","[-0.22, -0.695, 0.685]",1585166798.436351
130,1,3,"[-0.121, 0.605, 0.787]","[-0.672, 0.076, 0.737]",1585166798.436351
131,2,3,"[-0.22, -0.695, 0.685]","[-0.672, 0.076, 0.737]",1585166798.436351
132,0,1,"[0.779, 0.14400000000000002, 0.611]","[-0.12, 0.605, 0.787]",1585166798.444351
133,0,2,"[0.779, 0.14400000000000002, 0.611]","[-0.21899999999999997, -0.695, 0.685]",1585166798.444351
134,0,3,"[0.779, 0.14400000000000002, 0.611]","[-0.672, 0.077, 0.737]",1585166798.444351
135,1,2,"[-0.12, 0.605, 0.787]","[-0.21899999999999997, -0.695, 0.685]",1585166798.444351
136,1,3,"[-0.12, 0.605, 0.787]","[-0.672, 0.077, 0.737]",1585166798.444351
137,2,3,"[-0.21899999999999997, -0.695, 0.685]","[-0.672, 0.077, 0.737]",1585166798.444351
138,0,1,"[0.778, 0.14400000000000002, 0.611]","[-0.121, 0.605, 0.787]",1585166798.4523509
139,0,2,"[0.778, 0.14400000000000002, 0.611]","[-0.21899999999999997, -0.695, 0.685]",1585166798.4523509
140,0,3,"[0.778, 0.14400000000000002, 0.611]","[-0.6709999999999999, 0.077, 0.737]",1585166798.4523509
141,1,2,"[-0.121, 0.605, 0.787]","[-0.21899999999999997, -0.695, 0.685]",1585166798.4523509
142,1,3,"[-0.121, 0.605, 0.787]","[-0.6709999999999999, 0.077, 0.737]",1585166798.4523509
143,2,3,"[-0.21899999999999997, -0.695, 0.685]","[-0.6709999999999999, 0.077, 0.737]",1585166798.4523509
144,0,1,"[0.778, 0.14400000000000002, 0.612]","[-0.121, 0.605, 0.787]",1585166798.4603508
145,0,2,"[0.778, 0.14400000000000002, 0.612]","[-0.21899999999999997, -0.695, 0.685]",1585166798.4603508
146,0,3,"[0.778, 0.14400000000000002, 0.612]","[-0.6709999999999999, 0.077, 0.737]",1585166798.4603508
147,1,2,"[-0.121, 0.605, 0.787]","[-0.21899999999999997, -0.695, 0.685]",1585166798.4603508
148,1,3,"[-0.121, 0.605, 0.787]","[-0.6709999999999999, 0.077, 0.737]",1585166798.4603508
149,2,3,"[-0.21899999999999997, -0.695, 0.685]","[-0.6709999999999999, 0.077, 0.737]",1585166798.4603508
150,0,1,"[0.778, 0.14300000000000002, 0.612]","[-0.121, 0.605, 0.787]",1585166798.4683506
151,0,2,"[0.778, 0.14300000000000002, 0.612]","[-0.21899999999999997, -0.695, 0.685]",1585166798.4683506
152,0,3,"[0.778, 0.14300000000000002, 0.612]","[-0.6709999999999999, 0.076, 0.737]",1585166798.4683506
153,1,2,"[-0.121, 0.605, 0.787]","[-0.21899999999999997, -0.695, 0.685]",1585166798.4683506
154,1,3,"[-0.121, 0.605, 0.787]","[-0.6709999999999999, 0.076, 0.737]",1585166798.4683506
155,2,3,"[-0.21899999999999997, -0.695, 0.685]","[-0.6709999999999999, 0.076, 0.737]",1585166798.4683506
156,0,1,"[0.778, 0.14300000000000002, 0.611]","[-0.121, 0.605, 0.787]",1585166798.4763505
157,0,2,"[0.778, 0.14300000000000002, 0.611]","[-0.21899999999999997, -0.695, 0.685]",1585166798.4763505
158,0,3,"[0.778, 0.14300000000000002, 0.611]","[-0.6729999999999999, 0.077, 0.736]",1585166798.4763505
159,1,2,"[-0.121, 0.605, 0.787]","[-0.21899999999999997, -0.695, 0.685]",1585166798.4763505
160,1,3,"[-0.121, 0.605, 0.787]","[-0.6729999999999999, 0.077, 0.736]",1585166798.4763505
161,2,3,"[-0.21899999999999997, -0.695, 0.685]","[-0.6729999999999999, 0.077, 0.736]",1585166798.4763505
162,0,1,"[0.778, 0.14400000000000002, 0.612]","[-0.121, 0.605, 0.787]",1585166798.4843504
163,0,2,"[0.778, 0.14400000000000002, 0.612]","[-0.21899999999999997, -0.6940000000000001, 0.6859999999999999]",1585166798.4843504
164,0,3,"[0.778, 0.14400000000000002, 0.612]","[-0.6729999999999999, 0.077, 0.736]",1585166798.4843504
165,1,2,"[-0.121, 0.605, 0.787]","[-0.21899999999999997, -0.6940000000000001, 0.6859999999999999]",1585166798.4843504
166,1,3,"[-0.121, 0.605, 0.787]","[-0.6729999999999999, 0.077, 0.736]",1585166798.4843504
167,2,3,"[-0.21899999999999997, -0.6940000000000001, 0.6859999999999999]","[-0.6729999999999999, 0.077, 0.736]",1585166798.4843504
168,0,1,"[0.778, 0.14300000000000002, 0.612]","[-0.121, 0.605, 0.787]",1585166798.4923503
169,0,2,"[0.778, 0.14300000000000002, 0.612]","[-0.22, -0.6940000000000001, 0.6859999999999999]",1585166798.4923503
170,0,3,"[0.778, 0.14300000000000002, 0.612]","[-0.6729999999999999, 0.078, 0.736]",1585166798.4923503
171,1,2,"[-0.121, 0.605, 0.787]","[-0.22, -0.6940000000000001, 0.6859999999999999]",1585166798.4923503
172,1,3,"[-0.121, 0.605, 0.787]","[-0.6729999999999999, 0.078, 0.736]",1585166798.4923503
173,2,3,"[-0.22, -0.6940000000000001, 0.6859999999999999]","[-0.6729999999999999, 0.078, 0.736]",1585166798.4923503
174,0,1,"[0.777, 0.141, 0.613]","[-0.121, 0.605, 0.787]",1585166798.5003502
175,0,2,"[0.777, 0.141, 0.613]","[-0.22, -0.6940000000000001, 0.6859999999999999]",1585166798.5003502
176,0,3,"[0.777, 0.141, 0.613]","[-0.672, 0.078, 0.736]",1585166798.5003502
177,1,2,"[-0.121, 0.605, 0.787]","[-0.22, -0.6940000000000001, 0.6859999999999999]",1585166798.5003502
178,1,3,"[-0.121, 0.605, 0.787]","[-0.672, 0.078, 0.736]",1585166798.5003502
179,2,3,"[-0.22, -0.6940000000000001, 0.6859999999999999]","[-0.672, 0.078, 0.736]",1585166798.5003502
180,0,1,"[0.777, 0.141, 0.613]","[-0.121, 0.605, 0.787]",1585166798.5083501
181,0,2,"[0.777, 0.141, 0.613]","[-0.22, -0.6940000000000001, 0.6859999999999999]",1585166798.5083501
182,0,3,"[0.777, 0.141, 0.613]","[-0.6729999999999999, 0.077, 0.736]",1585166798.5083501
183,1,2,"[-0.121, 0.605, 0.787]","[-0.22, -0.6940000000000001, 0.6859999999999999]",1585166798.5083501
184,1,3,"[-0.121, 0.605, 0.787]","[-0.6729999999999999, 0.077, 0.736]",1585166798.5083501
185,2,3,"[-0.22, -0.6940000000000001, 0.6859999999999999]","[-0.6729999999999999, 0.077, 0.736]",1585166798.5083501
186,0,1,"[0.777, 0.141, 0.613]","[-0.12, 0.605, 0.787]",1585166798.51635
187,0,2,"[0.777, 0.141, 0.613]","[-0.22, -0.6940000000000001, 0.6859999999999999]",1585166798.51635
188,0,3,"[0.777, 0.141, 0.613]","[-0.6729999999999999, 0.077, 0.736]",1585166798.51635
189,1,2,"[-0.12, 0.605, 0.787]","[-0.22, -0.6940000000000001, 0.6859999999999999]",1585166798.51635
190,1,3,"[-0.12, 0.605, 0.787]","[-0.6729999999999999, 0.077, 0.736]",1585166798.51635
191,2,3,"[-0.22, -0.6940000000000001, 0.6859999999999999]","[-0.6729999999999999, 0.077, 0.736]",1585166798.51635
192,0,1,"[0.777, 0.141, 0.613]","[-0.12, 0.606, 0.787]",1585166798.52435
193,0,2,"[0.777, 0.141, 0.613]","[-0.22, -0.693, 0.6859999999999999]",1585166798.52435
194,0,3,"[0.777, 0.141, 0.613]","[-0.6729999999999999, 0.076, 0.736]",1585166798.52435
195,1,2,"[-0.12, 0.606, 0.787]","[-0.22, -0.693, 0.6859999999999999]",1585166798.52435
196,1,3,"[-0.12, 0.606, 0.787]","[-0.6729999999999999, 0.076, 0.736]",1585166798.52435
197,2,3,"[-0.22, -0.693, 0.6859999999999999]","[-0.6729999999999999, 0.076, 0.736]",1585166798.52435
198,0,1,"[0.777, 0.141, 0.614]","[-0.12, 0.606, 0.7859999999999999]",1585166798.5323498
199,0,2,"[0.777, 0.141, 0.614]","[-0.22, -0.693, 0.687]",1585166798.5323498
200,0,3,"[0.777, 0.141, 0.614]","[-0.6729999999999999, 0.076, 0.736]",1585166798.5323498
201,1,2,"[-0.12, 0.606, 0.7859999999999999]","[-0.22, -0.693, 0.687]",1585166798.5323498
202,1,3,"[-0.12, 0.606, 0.7859999999999999]","[-0.6729999999999999, 0.076, 0.736]",1585166798.5323498
203,2,3,"[-0.22, -0.693, 0.687]","[-0.6729999999999999, 0.076, 0.736]",1585166798.5323498
204,0,1,"[0.7759999999999999, 0.14300000000000002, 0.614]","[-0.11900000000000001, 0.607, 0.7859999999999999]",1585166798.5403497
205,0,2,"[0.7759999999999999, 0.14300000000000002, 0.614]","[-0.22, -0.693, 0.687]",1585166798.5403497
206,0,3,"[0.7759999999999999, 0.14300000000000002, 0.614]","[-0.672, 0.077, 0.736]",1585166798.5403497
207,1,2,"[-0.11900000000000001, 0.607, 0.7859999999999999]","[-0.22, -0.693, 0.687]",1585166798.5403497
208,1,3,"[-0.11900000000000001, 0.607, 0.7859999999999999]","[-0.672, 0.077, 0.736]",1585166798.5403497
209,2,3,"[-0.22, -0.693, 0.687]","[-0.672, 0.077, 0.736]",1585166798.5403497
210,0,1,"[0.7759999999999999, 0.14300000000000002, 0.614]","[-0.11900000000000001, 0.607, 0.7859999999999999]",1585166798.5483496
211,0,2,"[0.7759999999999999, 0.14300000000000002, 0.614]","[-0.22, -0.693, 0.687]",1585166798.5483496
212,0,3,"[0.7759999999999999, 0.14300000000000002, 0.614]","[-0.6729999999999999, 0.077, 0.736]",1585166798.5483496
213,1,2,"[-0.11900000000000001, 0.607, 0.7859999999999999]","[-0.22, -0.693, 0.687]",1585166798.5483496
214,1,3,"[-0.11900000000000001, 0.607, 0.7859999999999999]","[-0.6729999999999999, 0.077, 0.736]",1585166798.5483496
215,2,3,"[-0.22, -0.693, 0.687]","[-0.6729999999999999, 0.077, 0.736]",1585166798.5483496
216,0,1,"[0.775, 0.14300000000000002, 0.615]","[-0.11900000000000001, 0.607, 0.785]",1585166798.5563495
217,0,2,"[0.775, 0.14300000000000002, 0.615]","[-0.22, -0.693, 0.687]",1585166798.5563495
218,0,3,"[0.775, 0.14300000000000002, 0.615]","[-0.6729999999999999, 0.077, 0.735]",1585166798.5563495
219,1,2,"[-0.11900000000000001, 0.607, 0.785]","[-0.22, -0.693, 0.687]",1585166798.5563495
220,1,3,"[-0.11900000000000001, 0.607, 0.785]","[-0.6729999999999999, 0.077, 0.735]",1585166798.5563495
221,2,3,"[-0.22, -0.693, 0.687]","[-0.6729999999999999, 0.077, 0.735]",1585166798.5563495
222,0,1,"[0.775, 0.14300000000000002, 0.615]","[-0.11900000000000001, 0.608, 0.785]",1585166798.5643494
223,0,2,"[0.775, 0.14300000000000002, 0.615]","[-0.22, -0.693, 0.687]",1585166798.5643494
224,0,3,"[0.775, 0.14300000000000002, 0.615]","[-0.6729999999999999, 0.077, 0.735]",1585166798.5643494
225,1,2,"[-0.11900000000000001, 0.608, 0.785]","[-0.22, -0.693, 0.687]",1585166798.5643494
226,1,3,"[-0.11900000000000001, 0.608, 0.785]","[-0.6729999999999999, 0.077, 0.735]",1585166798.5643494
227,2,3,"[-0.22, -0.693, 0.687]","[-0.6729999999999999, 0.077, 0.735]",1585166798.5643494
228,0,1,"[0.775, 0.14300000000000002, 0.615]","[-0.11900000000000001, 0.608, 0.785]",1585166798.5723493
229,0,2,"[0.775, 0.14300000000000002, 0.615]","[-0.22, -0.693, 0.687]",1585166798.5723493
230,0,3,"[0.775, 0.14300000000000002, 0.615]","[-0.6729999999999999, 0.077, 0.735]",1585166798.5723493
231,1,2,"[-0.11900000000000001, 0.608, 0.785]","[-0.22, -0.693, 0.687]",1585166798.5723493
232,1,3,"[-0.11900000000000001, 0.608, 0.785]","[-0.6729999999999999, 0.077, 0.735]",1585166798.5723493
233,2,3,"[-0.22, -0.693, 0.687]","[-0.6729999999999999, 0.077, 0.735]",1585166798.5723493
234,0,1,"[0.775, 0.14300000000000002, 0.615]","[-0.11900000000000001, 0.608, 0.785]",1585166798.5803492
235,0,2,"[0.775, 0.14300000000000002, 0.615]","[-0.22, -0.693, 0.687]",1585166798.5803492
236,0,3,"[0.775, 0.14300000000000002, 0.615]","[-0.6729999999999999, 0.077, 0.735]",1585166798.5803492
237,1,2,"[-0.11900000000000001, 0.608, 0.785]","[-0.22, -0.693, 0.687]",1585166798.5803492
238,1,3,"[-0.11900000000000001, 0.608, 0.785]","[-0.6729999999999999, 0.077, 0.735]",1585166798.5803492
239,2,3,"[-0.22, -0.693, 0.687]","[-0.6729999999999999, 0.077, 0.735]",1585166798.5803492
240,0,1,"[0.775, 0.14300000000000002, 0.615]","[-0.11800000000000001, 0.608, 0.785]",1585166798.588349
241,0,2,"[0.775, 0.14300000000000002, 0.615]","[-0.22, -0.693, 0.687]",1585166798.588349
242,0,3,"[0.775, 0.14300000000000002, 0.615]","[-0.674, 0.077, 0.735]",1585166798.588349
243,1,2,"[-0.11800000000000001, 0.608, 0.785]","[-0.22, -0.693, 0.687]",1585166798.588349
244,1,3,"[-0.11800000000000001, 0.608, 0.785]","[-0.674, 0.077, 0.735]",1585166798.588349
245,2,3,"[-0.22, -0.693, 0.687]","[-0.674, 0.077, 0.735]",1585166798.588349
