,Column 1,Column 2,xyz 1,xyz 2,Grouping Time
23536,1,3,"[-0.113, 0.598, 0.7929999999999999]","[-0.682, 0.08, 0.727]",1585166829.6439493
23537,2,3,"[-0.22399999999999998, -0.715, 0.662]","[-0.682, 0.08, 0.727]",1585166829.6439493
23538,0,1,"[0.7659999999999999, 0.17300000000000001, 0.619]","[-0.113, 0.598, 0.7929999999999999]",1585166829.6519492
23539,0,2,"[0.7659999999999999, 0.17300000000000001, 0.619]","[-0.22399999999999998, -0.715, 0.662]",1585166829.6519492
23540,0,3,"[0.7659999999999999, 0.17300000000000001, 0.619]","[-0.682, 0.081, 0.727]",1585166829.6519492
23541,1,2,"[-0.113, 0.598, 0.7929999999999999]","[-0.22399999999999998, -0.715, 0.662]",1585166829.6519492
23542,1,3,"[-0.113, 0.598, 0.7929999999999999]","[-0.682, 0.081, 0.727]",1585166829.6519492
23543,2,3,"[-0.22399999999999998, -0.715, 0.662]","[-0.682, 0.081, 0.727]",1585166829.6519492
23544,0,1,"[0.767, 0.17300000000000001, 0.618]","[-0.114, 0.598, 0.7929999999999999]",1585166829.659949
23545,0,2,"[0.767, 0.17300000000000001, 0.618]","[-0.22399999999999998, -0.715, 0.662]",1585166829.659949
23546,0,3,"[0.767, 0.17300000000000001, 0.618]","[-0.6829999999999999, 0.079, 0.726]",1585166829.659949
23547,1,2,"[-0.114, 0.598, 0.7929999999999999]","[-0.22399999999999998, -0.715, 0.662]",1585166829.659949
23548,1,3,"[-0.114, 0.598, 0.7929999999999999]","[-0.6829999999999999, 0.079, 0.726]",1585166829.659949
23549,2,3,"[-0.22399999999999998, -0.715, 0.662]","[-0.6829999999999999, 0.079, 0.726]",1585166829.659949
23550,0,1,"[0.768, 0.17300000000000001, 0.617]","[-0.113, 0.598, 0.794]",1585166829.667949
23551,0,2,"[0.768, 0.17300000000000001, 0.617]","[-0.22399999999999998, -0.715, 0.662]",1585166829.667949
23552,0,3,"[0.768, 0.17300000000000001, 0.617]","[-0.682, 0.079, 0.727]",1585166829.667949
23553,1,2,"[-0.113, 0.598, 0.794]","[-0.22399999999999998, -0.715, 0.662]",1585166829.667949
23554,1,3,"[-0.113, 0.598, 0.794]","[-0.682, 0.079, 0.727]",1585166829.667949
23555,2,3,"[-0.22399999999999998, -0.715, 0.662]","[-0.682, 0.079, 0.727]",1585166829.667949
23556,0,1,"[0.769, 0.172, 0.615]","[-0.113, 0.598, 0.794]",1585166829.6759489
23557,0,2,"[0.769, 0.172, 0.615]","[-0.22399999999999998, -0.715, 0.662]",1585166829.6759489
23558,0,3,"[0.769, 0.172, 0.615]","[-0.6829999999999999, 0.08, 0.726]",1585166829.6759489
23559,1,2,"[-0.113, 0.598, 0.794]","[-0.22399999999999998, -0.715, 0.662]",1585166829.6759489
23560,1,3,"[-0.113, 0.598, 0.794]","[-0.6829999999999999, 0.08, 0.726]",1585166829.6759489
23561,2,3,"[-0.22399999999999998, -0.715, 0.662]","[-0.6829999999999999, 0.08, 0.726]",1585166829.6759489
23562,0,1,"[0.77, 0.172, 0.614]","[-0.113, 0.598, 0.794]",1585166829.6839488
23563,0,2,"[0.77, 0.172, 0.614]","[-0.22399999999999998, -0.715, 0.662]",1585166829.6839488
23564,0,3,"[0.77, 0.172, 0.614]","[-0.682, 0.079, 0.727]",1585166829.6839488
23565,1,2,"[-0.113, 0.598, 0.794]","[-0.22399999999999998, -0.715, 0.662]",1585166829.6839488
23566,1,3,"[-0.113, 0.598, 0.794]","[-0.682, 0.079, 0.727]",1585166829.6839488
23567,2,3,"[-0.22399999999999998, -0.715, 0.662]","[-0.682, 0.079, 0.727]",1585166829.6839488
23568,0,1,"[0.7709999999999999, 0.171, 0.613]","[-0.113, 0.598, 0.794]",1585166829.6919487
23569,0,2,"[0.7709999999999999, 0.171, 0.613]","[-0.22399999999999998, -0.715, 0.662]",1585166829.6919487
23570,0,3,"[0.7709999999999999, 0.171, 0.613]","[-0.682, 0.08, 0.727]",1585166829.6919487
23571,1,2,"[-0.113, 0.598, 0.794]","[-0.22399999999999998, -0.715, 0.662]",1585166829.6919487
23572,1,3,"[-0.113, 0.598, 0.794]","[-0.682, 0.08, 0.727]",1585166829.6919487
23573,2,3,"[-0.22399999999999998, -0.715, 0.662]","[-0.682, 0.08, 0.727]",1585166829.6919487
23574,0,1,"[0.773, 0.17, 0.611]","[-0.113, 0.598, 0.794]",1585166829.6999485
23575,0,2,"[0.773, 0.17, 0.611]","[-0.22399999999999998, -0.715, 0.662]",1585166829.6999485
23576,0,3,"[0.773, 0.17, 0.611]","[-0.6809999999999999, 0.08, 0.728]",1585166829.6999485
23577,1,2,"[-0.113, 0.598, 0.794]","[-0.22399999999999998, -0.715, 0.662]",1585166829.6999485
23578,1,3,"[-0.113, 0.598, 0.794]","[-0.6809999999999999, 0.08, 0.728]",1585166829.6999485
23579,2,3,"[-0.22399999999999998, -0.715, 0.662]","[-0.6809999999999999, 0.08, 0.728]",1585166829.6999485
23580,0,1,"[0.774, 0.16899999999999998, 0.61]","[-0.113, 0.598, 0.794]",1585166829.7079484
23581,0,2,"[0.774, 0.16899999999999998, 0.61]","[-0.225, -0.715, 0.662]",1585166829.7079484
23582,0,3,"[0.774, 0.16899999999999998, 0.61]","[-0.679, 0.081, 0.7290000000000001]",1585166829.7079484
23583,1,2,"[-0.113, 0.598, 0.794]","[-0.225, -0.715, 0.662]",1585166829.7079484
23584,1,3,"[-0.113, 0.598, 0.794]","[-0.679, 0.081, 0.7290000000000001]",1585166829.7079484
23585,2,3,"[-0.225, -0.715, 0.662]","[-0.679, 0.081, 0.7290000000000001]",1585166829.7079484
23586,0,1,"[0.7759999999999999, 0.17, 0.607]","[-0.113, 0.598, 0.794]",1585166829.7159483
23587,0,2,"[0.7759999999999999, 0.17, 0.607]","[-0.225, -0.715, 0.662]",1585166829.7159483
23588,0,3,"[0.7759999999999999, 0.17, 0.607]","[-0.679, 0.081, 0.73]",1585166829.7159483
23589,1,2,"[-0.113, 0.598, 0.794]","[-0.225, -0.715, 0.662]",1585166829.7159483
23590,1,3,"[-0.113, 0.598, 0.794]","[-0.679, 0.081, 0.73]",1585166829.7159483
23591,2,3,"[-0.225, -0.715, 0.662]","[-0.679, 0.081, 0.73]",1585166829.7159483
23592,0,1,"[0.774, 0.171, 0.609]","[-0.113, 0.598, 0.794]",1585166829.7239482
23593,0,2,"[0.774, 0.171, 0.609]","[-0.225, -0.715, 0.662]",1585166829.7239482
23594,0,3,"[0.774, 0.171, 0.609]","[-0.679, 0.081, 0.73]",1585166829.7239482
23595,1,2,"[-0.113, 0.598, 0.794]","[-0.225, -0.715, 0.662]",1585166829.7239482
23596,1,3,"[-0.113, 0.598, 0.794]","[-0.679, 0.081, 0.73]",1585166829.7239482
23597,2,3,"[-0.225, -0.715, 0.662]","[-0.679, 0.081, 0.73]",1585166829.7239482
23598,0,1,"[0.774, 0.171, 0.61]","[-0.113, 0.598, 0.794]",1585166829.7319481
23599,0,2,"[0.774, 0.171, 0.61]","[-0.225, -0.715, 0.662]",1585166829.7319481
23600,0,3,"[0.774, 0.171, 0.61]","[-0.679, 0.081, 0.73]",1585166829.7319481
23601,1,2,"[-0.113, 0.598, 0.794]","[-0.225, -0.715, 0.662]",1585166829.7319481
23602,1,3,"[-0.113, 0.598, 0.794]","[-0.679, 0.081, 0.73]",1585166829.7319481
23603,2,3,"[-0.225, -0.715, 0.662]","[-0.679, 0.081, 0.73]",1585166829.7319481
23604,0,1,"[0.773, 0.172, 0.61]","[-0.113, 0.597, 0.794]",1585166829.739948
23605,0,2,"[0.773, 0.172, 0.61]","[-0.225, -0.715, 0.662]",1585166829.739948
23606,0,3,"[0.773, 0.172, 0.61]","[-0.679, 0.081, 0.73]",1585166829.739948
23607,1,2,"[-0.113, 0.597, 0.794]","[-0.225, -0.715, 0.662]",1585166829.739948
23608,1,3,"[-0.113, 0.597, 0.794]","[-0.679, 0.081, 0.73]",1585166829.739948
23609,2,3,"[-0.225, -0.715, 0.662]","[-0.679, 0.081, 0.73]",1585166829.739948
23610,0,1,"[0.774, 0.172, 0.61]","[-0.113, 0.597, 0.794]",1585166829.747948
23611,0,2,"[0.774, 0.172, 0.61]","[-0.225, -0.715, 0.662]",1585166829.747948
23612,0,3,"[0.774, 0.172, 0.61]","[-0.679, 0.081, 0.73]",1585166829.747948
23613,1,2,"[-0.113, 0.597, 0.794]","[-0.225, -0.715, 0.662]",1585166829.747948
23614,1,3,"[-0.113, 0.597, 0.794]","[-0.679, 0.081, 0.73]",1585166829.747948
23615,2,3,"[-0.225, -0.715, 0.662]","[-0.679, 0.081, 0.73]",1585166829.747948
23616,0,1,"[0.774, 0.172, 0.61]","[-0.113, 0.597, 0.794]",1585166829.7559478
23617,0,2,"[0.774, 0.172, 0.61]","[-0.225, -0.715, 0.662]",1585166829.7559478
23618,0,3,"[0.774, 0.172, 0.61]","[-0.679, 0.081, 0.7290000000000001]",1585166829.7559478
23619,1,2,"[-0.113, 0.597, 0.794]","[-0.225, -0.715, 0.662]",1585166829.7559478
23620,1,3,"[-0.113, 0.597, 0.794]","[-0.679, 0.081, 0.7290000000000001]",1585166829.7559478
23621,2,3,"[-0.225, -0.715, 0.662]","[-0.679, 0.081, 0.7290000000000001]",1585166829.7559478
23622,0,1,"[0.774, 0.172, 0.61]","[-0.113, 0.597, 0.794]",1585166829.7639477
23623,0,2,"[0.774, 0.172, 0.61]","[-0.225, -0.715, 0.662]",1585166829.7639477
23624,0,3,"[0.774, 0.172, 0.61]","[-0.68, 0.081, 0.7290000000000001]",1585166829.7639477
23625,1,2,"[-0.113, 0.597, 0.794]","[-0.225, -0.715, 0.662]",1585166829.7639477
23626,1,3,"[-0.113, 0.597, 0.794]","[-0.68, 0.081, 0.7290000000000001]",1585166829.7639477
23627,2,3,"[-0.225, -0.715, 0.662]","[-0.68, 0.081, 0.7290000000000001]",1585166829.7639477
23628,0,1,"[0.774, 0.172, 0.61]","[-0.113, 0.597, 0.794]",1585166829.7719476
23629,0,2,"[0.774, 0.172, 0.61]","[-0.225, -0.715, 0.662]",1585166829.7719476
23630,0,3,"[0.774, 0.172, 0.61]","[-0.6809999999999999, 0.08, 0.728]",1585166829.7719476
23631,1,2,"[-0.113, 0.597, 0.794]","[-0.225, -0.715, 0.662]",1585166829.7719476
23632,1,3,"[-0.113, 0.597, 0.794]","[-0.6809999999999999, 0.08, 0.728]",1585166829.7719476
23633,2,3,"[-0.225, -0.715, 0.662]","[-0.6809999999999999, 0.08, 0.728]",1585166829.7719476
23634,0,1,"[0.772, 0.17600000000000002, 0.61]","[-0.113, 0.597, 0.794]",1585166829.7799475
23635,0,2,"[0.772, 0.17600000000000002, 0.61]","[-0.225, -0.715, 0.662]",1585166829.7799475
23636,0,3,"[0.772, 0.17600000000000002, 0.61]","[-0.6809999999999999, 0.08, 0.728]",1585166829.7799475
23637,1,2,"[-0.113, 0.597, 0.794]","[-0.225, -0.715, 0.662]",1585166829.7799475
23638,1,3,"[-0.113, 0.597, 0.794]","[-0.6809999999999999, 0.08, 0.728]",1585166829.7799475
23639,2,3,"[-0.225, -0.715, 0.662]","[-0.6809999999999999, 0.08, 0.728]",1585166829.7799475
23640,0,1,"[0.775, 0.17600000000000002, 0.606]","[-0.113, 0.597, 0.794]",1585166829.7879474
23641,0,2,"[0.775, 0.17600000000000002, 0.606]","[-0.225, -0.715, 0.662]",1585166829.7879474
23642,0,3,"[0.775, 0.17600000000000002, 0.606]","[-0.68, 0.08, 0.728]",1585166829.7879474
23643,1,2,"[-0.113, 0.597, 0.794]","[-0.225, -0.715, 0.662]",1585166829.7879474
23644,1,3,"[-0.113, 0.597, 0.794]","[-0.68, 0.08, 0.728]",1585166829.7879474
23645,2,3,"[-0.225, -0.715, 0.662]","[-0.68, 0.08, 0.728]",1585166829.7879474
23646,0,1,"[0.7759999999999999, 0.175, 0.606]","[-0.113, 0.597, 0.794]",1585166829.7959473
23647,0,2,"[0.7759999999999999, 0.175, 0.606]","[-0.225, -0.715, 0.662]",1585166829.7959473
23648,0,3,"[0.7759999999999999, 0.175, 0.606]","[-0.68, 0.08, 0.728]",1585166829.7959473
23649,1,2,"[-0.113, 0.597, 0.794]","[-0.225, -0.715, 0.662]",1585166829.7959473
23650,1,3,"[-0.113, 0.597, 0.794]","[-0.68, 0.08, 0.728]",1585166829.7959473
23651,2,3,"[-0.225, -0.715, 0.662]","[-0.68, 0.08, 0.728]",1585166829.7959473
23652,0,1,"[0.773, 0.174, 0.609]","[-0.113, 0.597, 0.794]",1585166829.8039472
23653,0,2,"[0.773, 0.174, 0.609]","[-0.225, -0.715, 0.662]",1585166829.8039472
23654,0,3,"[0.773, 0.174, 0.609]","[-0.68, 0.08, 0.728]",1585166829.8039472
23655,1,2,"[-0.113, 0.597, 0.794]","[-0.225, -0.715, 0.662]",1585166829.8039472
23656,1,3,"[-0.113, 0.597, 0.794]","[-0.68, 0.08, 0.728]",1585166829.8039472
23657,2,3,"[-0.225, -0.715, 0.662]","[-0.68, 0.08, 0.728]",1585166829.8039472
23658,0,1,"[0.774, 0.17300000000000001, 0.609]","[-0.113, 0.597, 0.794]",1585166829.811947
23659,0,2,"[0.774, 0.17300000000000001, 0.609]","[-0.225, -0.715, 0.662]",1585166829.811947
23660,0,3,"[0.774, 0.17300000000000001, 0.609]","[-0.68, 0.08, 0.7290000000000001]",1585166829.811947
23661,1,2,"[-0.113, 0.597, 0.794]","[-0.225, -0.715, 0.662]",1585166829.811947
23662,1,3,"[-0.113, 0.597, 0.794]","[-0.68, 0.08, 0.7290000000000001]",1585166829.811947
23663,2,3,"[-0.225, -0.715, 0.662]","[-0.68, 0.08, 0.7290000000000001]",1585166829.811947
23664,0,1,"[0.774, 0.17300000000000001, 0.609]","[-0.113, 0.597, 0.794]",1585166829.819947
23665,0,2,"[0.774, 0.17300000000000001, 0.609]","[-0.225, -0.715, 0.662]",1585166829.819947
23666,0,3,"[0.774, 0.17300000000000001, 0.609]","[-0.68, 0.08, 0.7290000000000001]",1585166829.819947
23667,1,2,"[-0.113, 0.597, 0.794]","[-0.225, -0.715, 0.662]",1585166829.819947
23668,1,3,"[-0.113, 0.597, 0.794]","[-0.68, 0.08, 0.7290000000000001]",1585166829.819947
23669,2,3,"[-0.225, -0.715, 0.662]","[-0.68, 0.08, 0.7290000000000001]",1585166829.819947
23670,0,1,"[0.774, 0.17300000000000001, 0.608]","[-0.113, 0.597, 0.794]",1585166829.827947
23671,0,2,"[0.774, 0.17300000000000001, 0.608]","[-0.225, -0.716, 0.6609999999999999]",1585166829.827947
23672,0,3,"[0.774, 0.17300000000000001, 0.608]","[-0.68, 0.08, 0.7290000000000001]",1585166829.827947
23673,1,2,"[-0.113, 0.597, 0.794]","[-0.225, -0.716, 0.6609999999999999]",1585166829.827947
23674,1,3,"[-0.113, 0.597, 0.794]","[-0.68, 0.08, 0.7290000000000001]",1585166829.827947
23675,2,3,"[-0.225, -0.716, 0.6609999999999999]","[-0.68, 0.08, 0.7290000000000001]",1585166829.827947
23676,0,1,"[0.774, 0.17300000000000001, 0.609]","[-0.113, 0.597, 0.794]",1585166829.8359468
23677,0,2,"[0.774, 0.17300000000000001, 0.609]","[-0.22399999999999998, -0.716, 0.662]",1585166829.8359468
23678,0,3,"[0.774, 0.17300000000000001, 0.609]","[-0.68, 0.079, 0.7290000000000001]",1585166829.8359468
23679,1,2,"[-0.113, 0.597, 0.794]","[-0.22399999999999998, -0.716, 0.662]",1585166829.8359468
23680,1,3,"[-0.113, 0.597, 0.794]","[-0.68, 0.079, 0.7290000000000001]",1585166829.8359468
23681,2,3,"[-0.22399999999999998, -0.716, 0.662]","[-0.68, 0.079, 0.7290000000000001]",1585166829.8359468
23682,0,1,"[0.774, 0.175, 0.609]","[-0.113, 0.597, 0.794]",1585166829.8439467
23683,0,2,"[0.774, 0.175, 0.609]","[-0.223, -0.716, 0.662]",1585166829.8439467
23684,0,3,"[0.774, 0.175, 0.609]","[-0.68, 0.078, 0.7290000000000001]",1585166829.8439467
23685,1,2,"[-0.113, 0.597, 0.794]","[-0.223, -0.716, 0.662]",1585166829.8439467
23686,1,3,"[-0.113, 0.597, 0.794]","[-0.68, 0.078, 0.7290000000000001]",1585166829.8439467
23687,2,3,"[-0.223, -0.716, 0.662]","[-0.68, 0.078, 0.7290000000000001]",1585166829.8439467
23688,0,1,"[0.774, 0.175, 0.609]","[-0.113, 0.597, 0.794]",1585166829.8519466
23689,0,2,"[0.774, 0.175, 0.609]","[-0.223, -0.716, 0.662]",1585166829.8519466
23690,0,3,"[0.774, 0.175, 0.609]","[-0.6809999999999999, 0.078, 0.728]",1585166829.8519466
23691,1,2,"[-0.113, 0.597, 0.794]","[-0.223, -0.716, 0.662]",1585166829.8519466
23692,1,3,"[-0.113, 0.597, 0.794]","[-0.6809999999999999, 0.078, 0.728]",1585166829.8519466
23693,2,3,"[-0.223, -0.716, 0.662]","[-0.6809999999999999, 0.078, 0.728]",1585166829.8519466
23694,0,1,"[0.774, 0.175, 0.609]","[-0.113, 0.597, 0.794]",1585166829.8599465
23695,0,2,"[0.774, 0.175, 0.609]","[-0.223, -0.716, 0.662]",1585166829.8599465
23696,0,3,"[0.774, 0.175, 0.609]","[-0.68, 0.078, 0.7290000000000001]",1585166829.8599465
23697,1,2,"[-0.113, 0.597, 0.794]","[-0.223, -0.716, 0.662]",1585166829.8599465
23698,1,3,"[-0.113, 0.597, 0.794]","[-0.68, 0.078, 0.7290000000000001]",1585166829.8599465
23699,2,3,"[-0.223, -0.716, 0.662]","[-0.68, 0.078, 0.7290000000000001]",1585166829.8599465
23700,0,1,"[0.774, 0.175, 0.608]","[-0.113, 0.597, 0.794]",1585166829.8679464
23701,0,2,"[0.774, 0.175, 0.608]","[-0.223, -0.716, 0.662]",1585166829.8679464
23702,0,3,"[0.774, 0.175, 0.608]","[-0.68, 0.078, 0.7290000000000001]",1585166829.8679464
23703,1,2,"[-0.113, 0.597, 0.794]","[-0.223, -0.716, 0.662]",1585166829.8679464
23704,1,3,"[-0.113, 0.597, 0.794]","[-0.68, 0.078, 0.7290000000000001]",1585166829.8679464
23705,2,3,"[-0.223, -0.716, 0.662]","[-0.68, 0.078, 0.7290000000000001]",1585166829.8679464
23706,0,1,"[0.7709999999999999, 0.17300000000000001, 0.611]","[-0.113, 0.597, 0.794]",1585166829.8759463
23707,0,2,"[0.7709999999999999, 0.17300000000000001, 0.611]","[-0.223, -0.716, 0.662]",1585166829.8759463
23708,0,3,"[0.7709999999999999, 0.17300000000000001, 0.611]","[-0.68, 0.078, 0.7290000000000001]",1585166829.8759463
23709,1,2,"[-0.113, 0.597, 0.794]","[-0.223, -0.716, 0.662]",1585166829.8759463
23710,1,3,"[-0.113, 0.597, 0.794]","[-0.68, 0.078, 0.7290000000000001]",1585166829.8759463
23711,2,3,"[-0.223, -0.716, 0.662]","[-0.68, 0.078, 0.7290000000000001]",1585166829.8759463
23712,0,1,"[0.772, 0.17300000000000001, 0.612]","[-0.113, 0.597, 0.794]",1585166829.8839462
23713,0,2,"[0.772, 0.17300000000000001, 0.612]","[-0.223, -0.716, 0.662]",1585166829.8839462
23714,0,3,"[0.772, 0.17300000000000001, 0.612]","[-0.68, 0.077, 0.7290000000000001]",1585166829.8839462
23715,1,2,"[-0.113, 0.597, 0.794]","[-0.223, -0.716, 0.662]",1585166829.8839462
23716,1,3,"[-0.113, 0.597, 0.794]","[-0.68, 0.077, 0.7290000000000001]",1585166829.8839462
23717,2,3,"[-0.223, -0.716, 0.662]","[-0.68, 0.077, 0.7290000000000001]",1585166829.8839462
23718,0,1,"[0.77, 0.17300000000000001, 0.614]","[-0.115, 0.597, 0.794]",1585166829.891946
23719,0,2,"[0.77, 0.17300000000000001, 0.614]","[-0.223, -0.716, 0.662]",1585166829.891946
23720,0,3,"[0.77, 0.17300000000000001, 0.614]","[-0.679, 0.078, 0.73]",1585166829.891946
23721,1,2,"[-0.115, 0.597, 0.794]","[-0.223, -0.716, 0.662]",1585166829.891946
23722,1,3,"[-0.115, 0.597, 0.794]","[-0.679, 0.078, 0.73]",1585166829.891946
23723,2,3,"[-0.223, -0.716, 0.662]","[-0.679, 0.078, 0.73]",1585166829.891946
23724,0,1,"[0.77, 0.172, 0.615]","[-0.115, 0.597, 0.794]",1585166829.899946
23725,0,2,"[0.77, 0.172, 0.615]","[-0.223, -0.716, 0.662]",1585166829.899946
23726,0,3,"[0.77, 0.172, 0.615]","[-0.679, 0.078, 0.73]",1585166829.899946
23727,1,2,"[-0.115, 0.597, 0.794]","[-0.223, -0.716, 0.662]",1585166829.899946
23728,1,3,"[-0.115, 0.597, 0.794]","[-0.679, 0.078, 0.73]",1585166829.899946
23729,2,3,"[-0.223, -0.716, 0.662]","[-0.679, 0.078, 0.73]",1585166829.899946
23730,0,1,"[0.769, 0.17, 0.616]","[-0.114, 0.598, 0.7929999999999999]",1585166829.9079459
23731,0,2,"[0.769, 0.17, 0.616]","[-0.223, -0.716, 0.662]",1585166829.9079459
23732,0,3,"[0.769, 0.17, 0.616]","[-0.679, 0.078, 0.73]",1585166829.9079459
23733,1,2,"[-0.114, 0.598, 0.7929999999999999]","[-0.223, -0.716, 0.662]",1585166829.9079459
23734,1,3,"[-0.114, 0.598, 0.7929999999999999]","[-0.679, 0.078, 0.73]",1585166829.9079459
23735,2,3,"[-0.223, -0.716, 0.662]","[-0.679, 0.078, 0.73]",1585166829.9079459
23736,0,1,"[0.769, 0.17, 0.616]","[-0.115, 0.598, 0.7929999999999999]",1585166829.9159458
23737,0,2,"[0.769, 0.17, 0.616]","[-0.223, -0.716, 0.662]",1585166829.9159458
23738,0,3,"[0.769, 0.17, 0.616]","[-0.679, 0.078, 0.73]",1585166829.9159458
23739,1,2,"[-0.115, 0.598, 0.7929999999999999]","[-0.223, -0.716, 0.662]",1585166829.9159458
23740,1,3,"[-0.115, 0.598, 0.7929999999999999]","[-0.679, 0.078, 0.73]",1585166829.9159458
23741,2,3,"[-0.223, -0.716, 0.662]","[-0.679, 0.078, 0.73]",1585166829.9159458
23742,0,1,"[0.769, 0.16899999999999998, 0.616]","[-0.115, 0.598, 0.7929999999999999]",1585166829.9239457
23743,0,2,"[0.769, 0.16899999999999998, 0.616]","[-0.223, -0.716, 0.662]",1585166829.9239457
23744,0,3,"[0.769, 0.16899999999999998, 0.616]","[-0.6779999999999999, 0.079, 0.731]",1585166829.9239457
23745,1,2,"[-0.115, 0.598, 0.7929999999999999]","[-0.223, -0.716, 0.662]",1585166829.9239457
23746,1,3,"[-0.115, 0.598, 0.7929999999999999]","[-0.6779999999999999, 0.079, 0.731]",1585166829.9239457
23747,2,3,"[-0.223, -0.716, 0.662]","[-0.6779999999999999, 0.079, 0.731]",1585166829.9239457
23748,0,1,"[0.77, 0.168, 0.615]","[-0.115, 0.598, 0.7929999999999999]",1585166829.9319456
23749,0,2,"[0.77, 0.168, 0.615]","[-0.223, -0.716, 0.662]",1585166829.9319456
23750,0,3,"[0.77, 0.168, 0.615]","[-0.677, 0.078, 0.731]",1585166829.9319456
23751,1,2,"[-0.115, 0.598, 0.7929999999999999]","[-0.223, -0.716, 0.662]",1585166829.9319456
23752,1,3,"[-0.115, 0.598, 0.7929999999999999]","[-0.677, 0.078, 0.731]",1585166829.9319456
23753,2,3,"[-0.223, -0.716, 0.662]","[-0.677, 0.078, 0.731]",1585166829.9319456
23754,0,1,"[0.77, 0.16899999999999998, 0.615]","[-0.114, 0.598, 0.7929999999999999]",1585166829.9399455
23755,0,2,"[0.77, 0.16899999999999998, 0.615]","[-0.223, -0.716, 0.662]",1585166829.9399455
23756,0,3,"[0.77, 0.16899999999999998, 0.615]","[-0.6779999999999999, 0.077, 0.731]",1585166829.9399455
23757,1,2,"[-0.114, 0.598, 0.7929999999999999]","[-0.223, -0.716, 0.662]",1585166829.9399455
23758,1,3,"[-0.114, 0.598, 0.7929999999999999]","[-0.6779999999999999, 0.077, 0.731]",1585166829.9399455
23759,2,3,"[-0.223, -0.716, 0.662]","[-0.6779999999999999, 0.077, 0.731]",1585166829.9399455
23760,0,1,"[0.772, 0.16699999999999998, 0.613]","[-0.115, 0.599, 0.7929999999999999]",1585166829.9479454
23761,0,2,"[0.772, 0.16699999999999998, 0.613]","[-0.223, -0.716, 0.662]",1585166829.9479454
23762,0,3,"[0.772, 0.16699999999999998, 0.613]","[-0.6779999999999999, 0.076, 0.731]",1585166829.9479454
23763,1,2,"[-0.115, 0.599, 0.7929999999999999]","[-0.223, -0.716, 0.662]",1585166829.9479454
23764,1,3,"[-0.115, 0.599, 0.7929999999999999]","[-0.6779999999999999, 0.076, 0.731]",1585166829.9479454
23765,2,3,"[-0.223, -0.716, 0.662]","[-0.6779999999999999, 0.076, 0.731]",1585166829.9479454
23766,0,1,"[0.773, 0.16699999999999998, 0.612]","[-0.115, 0.6, 0.792]",1585166829.9559453
23767,0,2,"[0.773, 0.16699999999999998, 0.612]","[-0.223, -0.716, 0.662]",1585166829.9559453
23768,0,3,"[0.773, 0.16699999999999998, 0.612]","[-0.6779999999999999, 0.076, 0.731]",1585166829.9559453
23769,1,2,"[-0.115, 0.6, 0.792]","[-0.223, -0.716, 0.662]",1585166829.9559453
23770,1,3,"[-0.115, 0.6, 0.792]","[-0.6779999999999999, 0.076, 0.731]",1585166829.9559453
23771,2,3,"[-0.223, -0.716, 0.662]","[-0.6779999999999999, 0.076, 0.731]",1585166829.9559453
23772,0,1,"[0.772, 0.16699999999999998, 0.613]","[-0.11699999999999999, 0.6, 0.7909999999999999]",1585166829.9639452
23773,0,2,"[0.772, 0.16699999999999998, 0.613]","[-0.223, -0.716, 0.662]",1585166829.9639452
23774,0,3,"[0.772, 0.16699999999999998, 0.613]","[-0.677, 0.075, 0.732]",1585166829.9639452
23775,1,2,"[-0.11699999999999999, 0.6, 0.7909999999999999]","[-0.223, -0.716, 0.662]",1585166829.9639452
23776,1,3,"[-0.11699999999999999, 0.6, 0.7909999999999999]","[-0.677, 0.075, 0.732]",1585166829.9639452
23777,2,3,"[-0.223, -0.716, 0.662]","[-0.677, 0.075, 0.732]",1585166829.9639452
23778,0,1,"[0.772, 0.16699999999999998, 0.613]","[-0.11699999999999999, 0.6, 0.792]",1585166829.971945
23779,0,2,"[0.772, 0.16699999999999998, 0.613]","[-0.223, -0.716, 0.662]",1585166829.971945
23780,0,3,"[0.772, 0.16699999999999998, 0.613]","[-0.677, 0.075, 0.732]",1585166829.971945
23781,1,2,"[-0.11699999999999999, 0.6, 0.792]","[-0.223, -0.716, 0.662]",1585166829.971945
23782,1,3,"[-0.11699999999999999, 0.6, 0.792]","[-0.677, 0.075, 0.732]",1585166829.971945
23783,2,3,"[-0.223, -0.716, 0.662]","[-0.677, 0.075, 0.732]",1585166829.971945
23784,0,1,"[0.773, 0.166, 0.613]","[-0.11800000000000001, 0.6, 0.7909999999999999]",1585166829.979945
23785,0,2,"[0.773, 0.166, 0.613]","[-0.223, -0.716, 0.662]",1585166829.979945
23786,0,3,"[0.773, 0.166, 0.613]","[-0.677, 0.076, 0.732]",1585166829.979945
23787,1,2,"[-0.11800000000000001, 0.6, 0.7909999999999999]","[-0.223, -0.716, 0.662]",1585166829.979945
23788,1,3,"[-0.11800000000000001, 0.6, 0.7909999999999999]","[-0.677, 0.076, 0.732]",1585166829.979945
23789,2,3,"[-0.223, -0.716, 0.662]","[-0.677, 0.076, 0.732]",1585166829.979945
23790,0,1,"[0.772, 0.16699999999999998, 0.613]","[-0.11699999999999999, 0.6, 0.7909999999999999]",1585166829.9879448
23791,0,2,"[0.772, 0.16699999999999998, 0.613]","[-0.223, -0.716, 0.662]",1585166829.9879448
23792,0,3,"[0.772, 0.16699999999999998, 0.613]","[-0.677, 0.076, 0.732]",1585166829.9879448
